0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
69,0,0,52,13,78,64,0,128,6,239,111,17664,0,52,13325,3406,20032,16384,128,32774,1775,61295,4521984,52,13325,3411278,872000,5128192,4194432,32774,8390383,454511,69,0,0,40,13,79,64,0,128,6,239,122,17664,0,40,10253,3407,20288,16384,128,32774,1775,61306,4521984,40,10253,2624847,872256,5193728,4194432,32774,8390383,454522,69,0,2,34,13,80,64,0,128,6,237,127,17664,2,546,8717,3408,20544,16384,128,32774,1773,60799,4521986,546,139789,2231632,872512,5259264,4194432,32774,8390381,454015,69,0,0,40,13,81,64,0,128,6,239,120,17664,0,40,10253,3409,20800,16384,128,32774,1775,61304,4521984,40,10253,2624849,872768,5324800,4194432,32774,8390383,454520,69,0,0,230,13,82,64,0,128,6,238,185,17664,0,230,58893,3410,21056,16384,128,32774,1774,61113,4521984,230,58893,15076690,873024,5390336,4194432,32774,8390382,454329,Chat
69,0,0,52,94,30,64,0,124,6,162,159,17664,0,52,13406,24094,7744,16384,124,31750,1698,41631,4521984,52,13406,3431966,6168128,1982464,4194428,31750,8128162,434847,69,0,5,110,94,77,64,0,124,6,157,54,17664,5,1390,28254,24141,19776,16384,124,31750,1693,40246,4521989,1390,355934,7233101,6180160,5062656,4194428,31750,8128157,433462,69,0,1,227,94,78,64,0,124,6,160,192,17664,1,483,58206,24142,20032,16384,124,31750,1696,41152,4521985,483,123742,14900814,6180416,5128192,4194428,31750,8128160,434368,69,0,1,10,94,80,64,0,124,6,161,151,17664,1,266,2654,24144,20544,16384,124,31750,1697,41367,4521985,266,68190,679504,6180928,5259264,4194428,31750,8128161,434583,69,0,0,40,94,82,64,0,124,6,162,119,17664,0,40,10334,24146,21056,16384,124,31750,1698,41591,4521984,40,10334,2645586,6181440,5390336,4194428,31750,8128162,434807,Chat
69,0,0,52,13,104,64,0,128,6,239,85,17664,0,52,13325,3432,26688,16384,128,32774,1775,61269,4521984,52,13325,3411304,878656,6832128,4194432,32774,8390383,454485,69,0,0,40,13,105,64,0,128,6,239,96,17664,0,40,10253,3433,26944,16384,128,32774,1775,61280,4521984,40,10253,2624873,878912,6897664,4194432,32774,8390383,454496,69,0,2,34,13,106,64,0,128,6,237,101,17664,2,546,8717,3434,27200,16384,128,32774,1773,60773,4521986,546,139789,2231658,879168,6963200,4194432,32774,8390381,453989,69,0,0,40,13,107,64,0,128,6,239,94,17664,0,40,10253,3435,27456,16384,128,32774,1775,61278,4521984,40,10253,2624875,879424,7028736,4194432,32774,8390383,454494,69,0,0,230,13,108,64,0,128,6,238,159,17664,0,230,58893,3436,27712,16384,128,32774,1774,61087,4521984,230,58893,15076716,879680,7094272,4194432,32774,8390382,454303,Chat
69,0,0,52,2,119,64,0,124,6,254,70,17664,0,52,13314,631,30528,16384,124,31750,1790,65094,4521984,52,13314,3408503,161600,7815168,4194428,31750,8128254,458310,69,0,5,110,2,125,64,0,124,6,249,6,17664,5,1390,28162,637,32064,16384,124,31750,1785,63750,4521989,1390,355842,7209597,163136,8208384,4194428,31750,8128249,456966,69,0,1,227,2,126,64,0,124,6,252,144,17664,1,483,58114,638,32320,16384,124,31750,1788,64656,4521985,483,123650,14877310,163392,8273920,4194428,31750,8128252,457872,69,0,1,10,2,127,64,0,124,6,253,104,17664,1,266,2562,639,32576,16384,124,31750,1789,64872,4521985,266,68098,655999,163648,8339456,4194428,31750,8128253,458088,69,0,0,40,2,128,64,0,124,6,254,73,17664,0,40,10242,640,32832,16384,124,31750,1790,65097,4521984,40,10242,2622080,163904,8404992,4194428,31750,8128254,458313,Chat
69,0,0,52,13,230,64,0,128,6,238,215,17664,0,52,13325,3558,58944,16384,128,32774,1774,61143,4521984,52,13325,3411430,910912,15089664,4194432,32774,8390382,454359,69,0,0,40,13,231,64,0,128,6,238,226,17664,0,40,10253,3559,59200,16384,128,32774,1774,61154,4521984,40,10253,2624999,911168,15155200,4194432,32774,8390382,454370,69,0,2,34,13,232,64,0,128,6,236,231,17664,2,546,8717,3560,59456,16384,128,32774,1772,60647,4521986,546,139789,2231784,911424,15220736,4194432,32774,8390380,453863,69,0,0,40,13,233,64,0,128,6,238,224,17664,0,40,10253,3561,59712,16384,128,32774,1774,61152,4521984,40,10253,2625001,911680,15286272,4194432,32774,8390382,454368,69,0,0,230,13,234,64,0,128,6,238,33,17664,0,230,58893,3562,59968,16384,128,32774,1774,60961,4521984,230,58893,15076842,911936,15351808,4194432,32774,8390382,454177,Chat
69,0,0,52,38,41,64,0,124,6,218,148,17664,0,52,13350,9769,10560,16384,124,31750,1754,55956,4521984,52,13350,3417641,2500928,2703360,4194428,31750,8128218,449172,69,0,5,110,38,65,64,0,124,6,213,66,17664,5,1390,28198,9793,16704,16384,124,31750,1749,54594,4521989,1390,355878,7218753,2507072,4276224,4194428,31750,8128213,447810,69,0,1,227,38,66,64,0,124,6,216,204,17664,1,483,58150,9794,16960,16384,124,31750,1752,55500,4521985,483,123686,14886466,2507328,4341760,4194428,31750,8128216,448716,69,0,1,10,38,69,64,0,124,6,217,162,17664,1,266,2598,9797,17728,16384,124,31750,1753,55714,4521985,266,68134,665157,2508096,4538368,4194428,31750,8128217,448930,69,0,0,40,38,71,64,0,124,6,218,130,17664,0,40,10278,9799,18240,16384,124,31750,1754,55938,4521984,40,10278,2631239,2508608,4669440,4194428,31750,8128218,449154,Chat
69,0,0,52,13,246,64,0,128,6,238,199,17664,0,52,13325,3574,63040,16384,128,32774,1774,61127,4521984,52,13325,3411446,915008,16138240,4194432,32774,8390382,454343,69,0,0,40,13,247,64,0,128,6,238,210,17664,0,40,10253,3575,63296,16384,128,32774,1774,61138,4521984,40,10253,2625015,915264,16203776,4194432,32774,8390382,454354,69,0,2,34,13,248,64,0,128,6,236,215,17664,2,546,8717,3576,63552,16384,128,32774,1772,60631,4521986,546,139789,2231800,915520,16269312,4194432,32774,8390380,453847,69,0,0,40,13,249,64,0,128,6,238,208,17664,0,40,10253,3577,63808,16384,128,32774,1774,61136,4521984,40,10253,2625017,915776,16334848,4194432,32774,8390382,454352,69,0,0,230,13,250,64,0,128,6,238,17,17664,0,230,58893,3578,64064,16384,128,32774,1774,60945,4521984,230,58893,15076858,916032,16400384,4194432,32774,8390382,454161,Chat
69,0,0,52,75,251,64,0,124,6,180,194,17664,0,52,13387,19451,64320,16384,124,31750,1716,46274,4521984,52,13387,3427323,4979520,16465920,4194428,31750,8128180,439490,69,0,5,110,76,39,64,0,124,6,175,92,17664,5,1390,28236,19495,10048,16384,124,31750,1711,44892,4521989,1390,355916,7228455,4990784,2572288,4194428,31750,8128175,438108,69,0,1,227,76,40,64,0,124,6,178,230,17664,1,483,58188,19496,10304,16384,124,31750,1714,45798,4521985,483,123724,14896168,4991040,2637824,4194428,31750,8128178,439014,69,0,1,10,76,68,64,0,124,6,179,163,17664,1,266,2636,19524,17472,16384,124,31750,1715,45987,4521985,266,68172,674884,4998208,4472832,4194428,31750,8128179,439203,69,0,0,40,76,69,64,0,124,6,180,132,17664,0,40,10316,19525,17728,16384,124,31750,1716,46212,4521984,40,10316,2640965,4998464,4538368,4194428,31750,8128180,439428,Chat
69,0,0,52,14,6,64,0,128,6,238,183,17664,0,52,13326,3590,1600,16384,128,32774,1774,61111,4521984,52,13326,3411462,919104,409600,4194432,32774,8390382,454327,69,0,0,40,14,7,64,0,128,6,238,194,17664,0,40,10254,3591,1856,16384,128,32774,1774,61122,4521984,40,10254,2625031,919360,475136,4194432,32774,8390382,454338,69,0,2,34,14,8,64,0,128,6,236,199,17664,2,546,8718,3592,2112,16384,128,32774,1772,60615,4521986,546,139790,2231816,919616,540672,4194432,32774,8390380,453831,69,0,0,40,14,9,64,0,128,6,238,192,17664,0,40,10254,3593,2368,16384,128,32774,1774,61120,4521984,40,10254,2625033,919872,606208,4194432,32774,8390382,454336,69,0,0,230,14,10,64,0,128,6,238,1,17664,0,230,58894,3594,2624,16384,128,32774,1774,60929,4521984,230,58894,15076874,920128,671744,4194432,32774,8390382,454145,Chat
69,0,0,52,83,76,64,0,124,6,173,113,17664,0,52,13395,21324,19520,16384,124,31750,1709,44401,4521984,52,13395,3429196,5459008,4997120,4194428,31750,8128173,437617,69,0,5,110,83,104,64,0,124,6,168,27,17664,5,1390,28243,21352,26688,16384,124,31750,1704,43035,4521989,1390,355923,7230312,5466176,6832128,4194428,31750,8128168,436251,69,0,1,227,83,105,64,0,124,6,171,165,17664,1,483,58195,21353,26944,16384,124,31750,1707,43941,4521985,483,123731,14898025,5466432,6897664,4194428,31750,8128171,437157,69,0,1,10,83,145,64,0,124,6,172,86,17664,1,266,2643,21393,37184,16384,124,31750,1708,44118,4521985,266,68179,676753,5476672,9519104,4194428,31750,8128172,437334,69,0,0,40,83,146,64,0,124,6,173,55,17664,0,40,10323,21394,37440,16384,124,31750,1709,44343,4521984,40,10323,2642834,5476928,9584640,4194428,31750,8128173,437559,Chat
69,0,0,201,37,249,0,0,128,17,159,169,17664,0,201,51493,9721,63744,0,128,32785,4511,40873,4521984,201,51493,13182457,2488576,16318464,128,32785,8393119,1154985,69,0,0,201,37,250,0,0,128,17,159,168,17664,0,201,51493,9722,64000,0,128,32785,4511,40872,4521984,201,51493,13182458,2488832,16384000,128,32785,8393119,1154984,69,0,0,201,37,251,0,0,128,17,159,167,17664,0,201,51493,9723,64256,0,128,32785,4511,40871,4521984,201,51493,13182459,2489088,16449536,128,32785,8393119,1154983,69,0,0,201,37,252,0,0,128,17,159,166,17664,0,201,51493,9724,64512,0,128,32785,4511,40870,4521984,201,51493,13182460,2489344,16515072,128,32785,8393119,1154982,69,0,0,201,37,253,0,0,128,17,159,165,17664,0,201,51493,9725,64768,0,128,32785,4511,40869,4521984,201,51493,13182461,2489600,16580608,128,32785,8393119,1154981,Email
69,0,0,72,167,56,64,0,255,17,126,204,17664,0,72,18599,42808,14400,16384,255,65297,4478,32460,4521984,72,18599,4761400,10958912,3686400,4194559,65297,16716158,1146572,69,0,0,72,167,58,64,0,255,17,126,202,17664,0,72,18599,42810,14912,16384,255,65297,4478,32458,4521984,72,18599,4761402,10959424,3817472,4194559,65297,16716158,1146570,69,0,0,72,167,60,64,0,255,17,126,200,17664,0,72,18599,42812,15424,16384,255,65297,4478,32456,4521984,72,18599,4761404,10959936,3948544,4194559,65297,16716158,1146568,69,0,0,72,167,62,64,0,255,17,126,198,17664,0,72,18599,42814,15936,16384,255,65297,4478,32454,4521984,72,18599,4761406,10960448,4079616,4194559,65297,16716158,1146566,69,0,0,72,167,64,64,0,255,17,126,196,17664,0,72,18599,42816,16448,16384,255,65297,4478,32452,4521984,72,18599,4761408,10960960,4210688,4194559,65297,16716158,1146564,Email
69,0,0,49,101,123,0,0,128,17,232,244,17664,0,49,12645,25979,31488,0,128,32785,4584,59636,4521984,49,12645,3237243,6650624,8060928,128,32785,8393192,1173748,69,0,0,49,101,132,0,0,128,17,232,235,17664,0,49,12645,25988,33792,0,128,32785,4584,59627,4521984,49,12645,3237252,6652928,8650752,128,32785,8393192,1173739,69,0,0,49,101,136,0,0,128,17,232,231,17664,0,49,12645,25992,34816,0,128,32785,4584,59623,4521984,49,12645,3237256,6653952,8912896,128,32785,8393192,1173735,69,0,0,49,101,141,0,0,128,17,232,226,17664,0,49,12645,25997,36096,0,128,32785,4584,59618,4521984,49,12645,3237261,6655232,9240576,128,32785,8393192,1173730,69,0,0,49,101,150,0,0,128,17,232,217,17664,0,49,12645,26006,38400,0,128,32785,4584,59609,4521984,49,12645,3237270,6657536,9830400,128,32785,8393192,1173721,Email
69,0,0,49,101,124,0,0,128,17,232,243,17664,0,49,12645,25980,31744,0,128,32785,4584,59635,4521984,49,12645,3237244,6650880,8126464,128,32785,8393192,1173747,69,0,0,49,101,133,0,0,128,17,232,234,17664,0,49,12645,25989,34048,0,128,32785,4584,59626,4521984,49,12645,3237253,6653184,8716288,128,32785,8393192,1173738,69,0,0,49,101,137,0,0,128,17,232,230,17664,0,49,12645,25993,35072,0,128,32785,4584,59622,4521984,49,12645,3237257,6654208,8978432,128,32785,8393192,1173734,69,0,0,49,101,142,0,0,128,17,232,225,17664,0,49,12645,25998,36352,0,128,32785,4584,59617,4521984,49,12645,3237262,6655488,9306112,128,32785,8393192,1173729,69,0,0,49,101,151,0,0,128,17,232,216,17664,0,49,12645,26007,38656,0,128,32785,4584,59608,4521984,49,12645,3237271,6657792,9895936,128,32785,8393192,1173720,Email
69,0,0,66,74,250,64,0,64,17,3,187,17664,0,66,16970,19194,64064,16384,64,16401,4355,955,4521984,66,16970,4344570,4913728,16400384,4194368,16401,4198659,1115067,69,0,0,66,102,83,64,0,64,17,232,97,17664,0,66,16998,26195,21312,16384,64,16401,4584,59489,4521984,66,16998,4351571,6705984,5455872,4194368,16401,4198888,1173601,69,0,0,66,110,53,64,0,64,17,224,127,17664,0,66,17006,28213,13632,16384,64,16401,4576,57471,4521984,66,17006,4353589,7222592,3489792,4194368,16401,4198880,1171583,69,0,0,66,155,57,64,0,64,17,179,123,17664,0,66,17051,39737,14656,16384,64,16401,4531,45947,4521984,66,17051,4365113,10172736,3751936,4194368,16401,4198835,1160059,69,0,0,66,178,131,64,0,64,17,156,49,17664,0,66,17074,45699,33600,16384,64,16401,4508,39985,4521984,66,17074,4371075,11699008,8601600,4194368,16401,4198812,1154097,Email
69,0,0,72,150,227,64,0,255,17,143,156,17664,0,72,18582,38627,58176,16384,255,65297,4495,36764,4521984,72,18582,4757219,9888576,14893056,4194559,65297,16716175,1150876,69,0,0,72,150,228,64,0,255,17,143,155,17664,0,72,18582,38628,58432,16384,255,65297,4495,36763,4521984,72,18582,4757220,9888832,14958592,4194559,65297,16716175,1150875,69,0,0,72,150,229,64,0,255,17,143,154,17664,0,72,18582,38629,58688,16384,255,65297,4495,36762,4521984,72,18582,4757221,9889088,15024128,4194559,65297,16716175,1150874,69,0,0,72,150,230,64,0,255,17,143,153,17664,0,72,18582,38630,58944,16384,255,65297,4495,36761,4521984,72,18582,4757222,9889344,15089664,4194559,65297,16716175,1150873,69,0,0,72,150,231,64,0,255,17,143,152,17664,0,72,18582,38631,59200,16384,255,65297,4495,36760,4521984,72,18582,4757223,9889600,15155200,4194559,65297,16716175,1150872,Email
69,0,0,78,123,248,0,0,128,17,210,171,17664,0,78,20091,31736,63488,0,128,32785,4562,53931,4521984,78,20091,5143544,8124416,16252928,128,32785,8393170,1168043,69,0,0,78,123,249,0,0,128,17,210,170,17664,0,78,20091,31737,63744,0,128,32785,4562,53930,4521984,78,20091,5143545,8124672,16318464,128,32785,8393170,1168042,69,0,0,78,123,250,0,0,128,17,210,169,17664,0,78,20091,31738,64000,0,128,32785,4562,53929,4521984,78,20091,5143546,8124928,16384000,128,32785,8393170,1168041,69,0,0,78,123,251,0,0,128,17,210,168,17664,0,78,20091,31739,64256,0,128,32785,4562,53928,4521984,78,20091,5143547,8125184,16449536,128,32785,8393170,1168040,69,0,0,78,123,252,0,0,128,17,210,167,17664,0,78,20091,31740,64512,0,128,32785,4562,53927,4521984,78,20091,5143548,8125440,16515072,128,32785,8393170,1168039,Email
69,0,0,78,94,30,0,0,128,17,240,156,17664,0,78,20062,24094,7680,0,128,32785,4592,61596,4521984,78,20062,5135902,6168064,1966080,128,32785,8393200,1175708,69,0,0,78,94,31,0,0,128,17,240,155,17664,0,78,20062,24095,7936,0,128,32785,4592,61595,4521984,78,20062,5135903,6168320,2031616,128,32785,8393200,1175707,69,0,0,78,94,32,0,0,128,17,240,154,17664,0,78,20062,24096,8192,0,128,32785,4592,61594,4521984,78,20062,5135904,6168576,2097152,128,32785,8393200,1175706,69,0,0,78,94,33,0,0,128,17,240,153,17664,0,78,20062,24097,8448,0,128,32785,4592,61593,4521984,78,20062,5135905,6168832,2162688,128,32785,8393200,1175705,69,0,0,78,94,34,0,0,128,17,240,152,17664,0,78,20062,24098,8704,0,128,32785,4592,61592,4521984,78,20062,5135906,6169088,2228224,128,32785,8393200,1175704,Email
69,0,0,72,0,0,64,0,255,17,37,253,17664,0,72,18432,0,64,16384,255,65297,4389,9725,4521984,72,18432,4718592,64,16384,4194559,65297,16716069,1123837,69,0,0,72,0,0,64,0,255,17,37,253,17664,0,72,18432,0,64,16384,255,65297,4389,9725,4521984,72,18432,4718592,64,16384,4194559,65297,16716069,1123837,69,0,0,72,0,0,64,0,255,17,37,253,17664,0,72,18432,0,64,16384,255,65297,4389,9725,4521984,72,18432,4718592,64,16384,4194559,65297,16716069,1123837,69,0,0,72,0,0,64,0,255,17,37,253,17664,0,72,18432,0,64,16384,255,65297,4389,9725,4521984,72,18432,4718592,64,16384,4194559,65297,16716069,1123837,69,0,0,72,0,0,64,0,255,17,37,253,17664,0,72,18432,0,64,16384,255,65297,4389,9725,4521984,72,18432,4718592,64,16384,4194559,65297,16716069,1123837,Email
69,0,0,78,50,205,0,0,128,17,27,247,17664,0,78,20018,13005,52480,0,128,32785,4379,7159,4521984,78,20018,5124813,3329280,13434880,128,32785,8392987,1121271,69,0,0,78,50,206,0,0,128,17,27,246,17664,0,78,20018,13006,52736,0,128,32785,4379,7158,4521984,78,20018,5124814,3329536,13500416,128,32785,8392987,1121270,69,0,0,78,50,207,0,0,128,17,27,245,17664,0,78,20018,13007,52992,0,128,32785,4379,7157,4521984,78,20018,5124815,3329792,13565952,128,32785,8392987,1121269,69,0,0,78,50,208,0,0,128,17,27,244,17664,0,78,20018,13008,53248,0,128,32785,4379,7156,4521984,78,20018,5124816,3330048,13631488,128,32785,8392987,1121268,69,0,0,78,50,209,0,0,128,17,27,243,17664,0,78,20018,13009,53504,0,128,32785,4379,7155,4521984,78,20018,5124817,3330304,13697024,128,32785,8392987,1121267,Email
